,TimeSinceAugFirst,fatigueSum
206,206,-0.49815805297679083
207,207,-0.029702307826457188
208,208,-0.06797976527748503
209,209,-0.6569256565250553
210,210,-0.45752927486509876
211,211,-0.27135218581134485
212,212,-1.1165563279167452
213,213,-0.6111669314465557
214,214,-0.6105273765267971
215,215,0.03438253013308448
216,216,-0.14131846494594386
217,217,0.0045112614690663855
218,218,-0.16449239501985058
219,219,-0.05686221199747391
220,220,0.010261586762042467
221,221,0.10108202461301764
222,222,0.37230079653950404
223,223,-0.1458749617004085
224,224,0.06072610620998051
225,225,-0.37105941221648064
226,226,-0.37067009222163605
227,227,0.08311952745889095
228,228,-0.05833898692975855
229,229,0.33629582774049993
230,230,0.5192651216991766
231,231,0.1696838266192163
232,232,0.07748684044191127
233,233,-0.4743646121345583
234,234,-0.24770226914026555
235,235,-0.6595954881299645
236,236,0.26240259376226943
237,237,-0.2779056699659787
238,238,-0.07385767855878048
239,239,0.053602846962544116
240,240,-0.606205677585295
241,241,-0.6240533185483063
242,242,-0.6058672242100481
243,243,-0.2529542976745638
244,244,-0.10133856985122752
245,245,0.13329935585054334
246,246,0.4164696355414681
247,247,-0.48865392999332996
248,248,0.145411566109825
249,250,-0.7273385231793927
250,251,0.12410412032198169
251,252,0.27674868329463415
252,253,0.7933817709056039
253,254,0.6430634141972724
254,255,1.0498918584797523
255,256,0.16433766740443653
256,257,0.1581754209003413
257,258,-0.3767844129570323
258,259,-1.13446825563484
259,260,-0.682110266582935
260,261,0.03890579636217944
261,262,0.25070534761643054
262,263,0.6308354888129499
263,264,-0.3811854765459816
264,265,-2.0947320525204836
265,266,-1.0842354860084216
266,267,-1.0043510999282745
267,268,-0.9692235311586099
268,269,-0.8451134775394933
269,270,-0.5423262674604377
270,271,-0.15428902367855632
271,272,-0.47818347594846994
272,273,-0.3061862272276976
273,274,0.13016558778888693
274,275,-0.5346074316667073
275,276,-0.024108562029164497
276,277,0.44135660385783515
277,278,0.8359742523934252
278,279,0.5047436125815261
279,280,0.6080841302618076
280,281,0.35428669835871673
281,282,0.1490984551391564
282,283,0.3628666490409816
283,284,0.5851070995519784
284,285,-0.23884955785828602
285,286,-1.2931620504440084
286,287,-0.5149710038459224
287,288,-0.13060527178434828
288,289,0.05460102315917359
289,290,0.7126540531525146
290,291,0.3454110915997969
291,292,0.5908276470938011
292,293,0.22617556533671632
293,294,0.06645643211862166
294,295,-0.24410962776969897
295,296,-0.6686078186408764
296,297,-0.8927537790976293
297,298,-0.8644506239971387
298,299,-0.0526291051689912
299,300,0.09787954027186502
300,301,0.06886122334331811
301,302,0.20130318055109625
302,303,-0.3433112649541869
303,304,-0.14959798865436585
304,305,0.15919756672149993
305,306,-0.1280300468277571
306,307,-0.8817613473908142
307,308,0.11091144515390736
308,309,-0.059481544970225834
309,310,0.24826104657910567
310,311,0.21782917177756106
311,312,-0.1687691177431938
312,313,-0.7343025362546837
313,314,-1.233666925895062
314,315,-0.4250094786650305
315,316,-0.23695666543827143
316,317,-0.13528794113346507
317,318,-0.21467610436495208
318,319,-0.2465124428901275
319,320,0.02001698597605328
320,321,-0.5611020124713038
321,322,-0.25833755332807773
322,323,-0.36020138367026094
323,324,-0.6767581793070323
324,325,-1.2232671693259605
325,326,-0.5524980778772826
326,327,-0.0593829242117204
327,328,-0.2301741460847353
328,329,-0.17812573297568593
329,330,-0.7822181509887379
330,331,-0.9027716053209451
331,332,-0.8341775858590699
332,333,-0.6237422947183584
333,334,0.029100211618237018
334,335,-0.2769984632439794
335,336,-0.4956169729129575
336,337,-0.16842928848013955
337,338,-0.21520559276700027
338,339,-0.40092940485044154
339,340,0.0014212864891760299
340,341,0.24764616251080407
341,342,-0.0198326678170691
342,343,0.41449646066539014
343,344,0.30521758335133714
344,345,0.2603758932210191
345,346,0.6435856062574784
346,347,0.5875025644973848
347,348,0.9333689916536452
348,349,0.5629340431788956
349,350,0.5822132331979378
350,351,0.5505608569805795
351,352,0.5982805951374118
352,353,0.7396982091655812
353,354,0.066689402177346
