xVal, yVal, degree, r2, rmse
trainDuration, fatigueSliding, 3, 0.016294548449602764, 0.4342323466032117
trainDuration, fatigueSliding, 4, 0.016771644907895844, 0.4341270326396567
trainDuration, fatigueSliding, 5, 0.016805465371369177, 0.43411956616270087
trainDurationSliding, fatigue, 1, 0.0025233865965269553, 0.9404423024146341
trainDurationSliding, fatigue, 2, 0.003883630075676048, 0.9398008503211578
trainDurationSliding, fatigue, 3, 0.0044594442297529735, 0.9395291808280916
trainDurationSliding, fatigue, 4, 0.004504766545038508, 0.939507794395287
trainDurationSliding, fatigue, 5, 0.004923046287155786, 0.9393103959784157
trainDurationSliding, fatigueSliding, 1, 0.00991021454400054, 0.4356391705335892
trainDurationSliding, fatigueSliding, 2, 0.040044828437925784, 0.42895833286863366
trainDurationSliding, fatigueSliding, 3, 0.040117745686474304, 0.4289420409331901
trainDurationSliding, fatigueSliding, 4, 0.040243365876666326, 0.4289139721030889
trainDurationSliding, fatigueSliding, 5, 0.040450939275927356, 0.42886758745598974
sleepHours, fatigue, 1, 0.03203573967501905, 0.9264254053342954
sleepHours, fatigue, 2, 0.037771369855744474, 0.9236765805238569
sleepHours, fatigue, 3, 0.03911720169575139, 0.9230303992053912
sleepHours, fatigue, 4, 0.04006915712610326, 0.9225730585493002
sleepHours, fatigue, 5, 0.04007013211314514, 0.9225725900275248
sleepHours, fatigueSliding, 1, 0.0189556237185875, 0.4336446160564812
sleepHours, fatigueSliding, 2, 0.028715399034488276, 0.4314821997341685
sleepHours, fatigueSliding, 3, 0.03004088251197934, 0.43118768369802546
sleepHours, fatigueSliding, 4, 0.0340948504437244, 0.43028566045197714
sleepHours, fatigueSliding, 5, 0.03454308731924838, 0.4301858099226297
sleepHoursSliding, fatigue, 1, 0.004047775126863384, 0.939723414582248
sleepHoursSliding, fatigue, 2, 0.00902832364652506, 0.9373707896427349
sleepHoursSliding, fatigue, 3, 0.011772463594767024, 0.936072034133175
sleepHoursSliding, fatigue, 4, 0.017159865654256867, 0.9335170110780281
sleepHoursSliding, fatigue, 5, 0.017166865254200858, 0.9335136869070749
sleepHoursSliding, fatigueSliding, 1, 0.062314725796211556, 0.42395345639697396
sleepHoursSliding, fatigueSliding, 2, 0.09206524192923216, 0.41717373107824246
sleepHoursSliding, fatigueSliding, 3, 0.0922890645380352, 0.4171223074119337
sleepHoursSliding, fatigueSliding, 4, 0.10188034041297156, 0.4149127054567317
sleepHoursSliding, fatigueSliding, 5, 0.10232632145484599, 0.41480967565651927
fatigue, fatigueSliding, 1, 0.1994483666648209, 0.39172772146218965
fatigue, fatigueSliding, 2, 0.19946054690479986, 0.39172474141967645
fatigue, fatigueSliding, 3, 0.19971087780272023, 0.3916634899266688
fatigue, fatigueSliding, 4, 0.19981409232912795, 0.3916382323891007
fatigue, fatigueSliding, 5, 0.19986155989113208, 0.39162661609618454
fatigue, sleepQuality, 1, 0.25578559709537607, 0.9221763967672918
fatigue, sleepQuality, 2, 0.26067617276132127, 0.9191413794713956
fatigue, sleepQuality, 3, 0.2662113702501244, 0.9156941840439216
fatigue, sleepQuality, 4, 0.266384464931003, 0.9155861753241339
fatigue, sleepQuality, 5, 0.2714456698874349, 0.9124224000352491
fatigueSliding, sleepQuality, 1, 0.04482209841450291, 1.0447372987987482
fatigueSliding, sleepQuality, 2, 0.04487013244779947, 1.0447110295681525
fatigueSliding, sleepQuality, 3, 0.04594568977367108, 1.044122647219293
fatigueSliding, sleepQuality, 4, 0.04601441042137844, 1.044085042401637
fatigueSliding, sleepQuality, 5, 0.0462126806686175, 1.0439765387938076
