"","TimeSinceAugFirst","slidingWorkAverage"
"175",194,4937.38095238095
"176",195,4937.38095238095
"177",196,5191.42857142857
"178",197,5533.57142857143
"179",198,5683.71428571429
"180",199,5955.38095238095
"181",200,6318.57142857143
"182",201,6214.85714285714
"183",202,6167.80952380952
"184",203,6524.47619047619
"185",204,6826.14285714286
"186",205,6846.95238095238
"187",206,6975.66666666667
"188",207,7325.80952380952
"189",208,7488.04761904762
"190",209,7584.71428571429
"191",210,7458.04761904762
"192",211,6931.52380952381
"193",212,6847.33333333333
"194",213,6665.90476190476
"195",214,6637.09523809524
"196",215,6637.09523809524
"197",216,6637.09523809524
"198",217,6707.80952380952
"199",218,6657.04761904762
"200",219,6630.80952380952
"201",220,6465.09523809524
"202",221,5746.7619047619
"203",222,5677.71428571429
"204",223,5673.42857142857
"205",224,6052.2380952381
"206",225,6061.28571428571
"207",226,6100.90476190476
"208",227,6407.80952380952
"209",228,6582.80952380952
"210",229,6400.09523809524
"211",230,6277.71428571429
"212",231,5974.61904761905
"213",232,6039.85714285714
"214",233,6138.61904761905
"215",234,5793.95238095238
"216",235,5185.61904761905
"217",236,5185.61904761905
"218",237,5185.61904761905
"219",238,5011.33333333333
"220",239,4762.33333333333
"221",240,4749.28571428571
"222",241,4999.7619047619
"223",242,5391.90476190476
"224",243,5391.90476190476
"225",244,5391.90476190476
"226",245,5236.42857142857
"227",246,5204.09523809524
"228",247,5067.57142857143
"229",248,4865.90476190476
"230",249,4221.85714285714
"231",250,4196.14285714286
"232",251,4287.33333333333
"233",252,4549.61904761905
"234",253,4529.61904761905
"235",254,4321.95238095238
"236",255,4376.2380952381
"237",256,4534.95238095238
"238",257,4642.28571428571
"239",258,4867.95238095238
"240",259,4410.66666666667
"241",260,4181.7619047619
"242",261,4132
"243",262,3547.95238095238
"244",263,3165.57142857143
"245",264,3537.19047619048
"246",265,3752.71428571429
"247",266,3212
"248",267,3017.04761904762
"249",268,3013.47619047619
"250",269,2987.04761904762
"251",270,3462.28571428571
"252",271,3469.42857142857
"253",272,3391.09523809524
"254",273,3847.14285714286
"255",274,4045.71428571429
"256",275,4249.85714285714
"257",276,4280.47619047619
"258",277,4291.42857142857
"259",278,4184.09523809524
"260",279,3958.42857142857
"261",280,4075.47619047619
"262",281,4352.66666666667
"263",282,4394.80952380952
"264",283,4441.95238095238
"265",284,4476.2380952381
"266",285,4435.66666666667
"267",286,4468.14285714286
"268",287,4414.09523809524
"269",288,4349
"270",289,4450.19047619048
"271",290,4178.04761904762
"272",291,3862.09523809524
"273",292,3881.38095238095
"274",293,3871.38095238095
"275",294,3611.19047619048
"276",295,3662.61904761905
"277",296,3575.85714285714
"278",297,3918.2380952381
"279",298,4170.2380952381
"280",299,4170.2380952381
"281",300,4170.2380952381
"282",301,4577.85714285714
"283",302,4423.38095238095
"284",303,4388.38095238095
"285",304,4756.47619047619
"286",305,4869.19047619048
"287",306,4538.14285714286
"288",307,4290.14285714286
"289",308,4433.2380952381
"290",309,4762.28571428571
"291",310,4642.71428571429
"292",311,4739.61904761905
"293",312,4890.19047619048
"294",313,4977.90476190476
"295",314,5076.2380952381
"296",315,4817.2380952381
"297",316,4391.52380952381
"298",317,4344.14285714286
"299",318,4162.71428571429
"300",319,4213.19047619048
"301",320,4247.85714285714
"302",321,4270.42857142857
"303",322,4225.42857142857
"304",323,4455.19047619048
"305",324,4327.80952380952
"306",325,4272.80952380952
"307",326,4688.19047619048
"308",327,4688.19047619048
"309",328,4688.19047619048
"310",329,5210.80952380952
"311",330,5324.14285714286
"312",331,5318.71428571429
"313",332,5487.85714285714
"314",333,5625.85714285714
"315",334,5602.42857142857
"316",335,5535.52380952381
"317",336,5745.47619047619
"318",337,6030.2380952381
"319",338,5963.57142857143
"320",339,5825
"321",340,5540.95238095238
"322",341,5506.28571428571
"323",342,5496.09523809524
"324",343,5394.66666666667
"325",344,5061.95238095238
"326",345,5061.2380952381
"327",346,4868.61904761905
"328",347,4190.04761904762
"329",348,4192.90476190476
"330",349,4192.90476190476
"331",350,3631.2380952381
"332",351,3369.09523809524
"333",352,3366.2380952381
"334",353,3131.38095238095
"335",354,2723.52380952381
